job_id,title,company,city,level,salary_min,salary_max,skills,description
job_0116,Software Engineer (junior),Company_26,Bordeaux,junior,60000,75000,"ci/cd, docker, git, java, react, tests","We are hiring a junior Software Engineer. Skills: ci/cd, docker, git, java, react, tests. Location: Bordeaux. Salary: 60000-75000."
job_0117,NLP Engineer (junior),Company_35,Nantes,junior,35000,50000,"azure, bert, faiss, gcp, python, rag, retrieval","We are hiring a junior NLP Engineer. Skills: azure, bert, faiss, gcp, python, rag, retrieval. Location: Nantes. Salary: 35000-50000."
job_0118,Software Engineer (senior),Company_51,Marseille,senior,50000,55000,"docker, java, python, react","We are hiring a senior Software Engineer. Skills: docker, java, python, react. Location: Marseille. Salary: 50000-55000."
job_0119,NLP Engineer (mid),Company_5,Lille,mid,50000,55000,"azure, bert, python, rag, retrieval, transformers","We are hiring a mid NLP Engineer. Skills: azure, bert, python, rag, retrieval, transformers. Location: Lille. Salary: 50000-55000."
job_0120,ML Engineer (mid),Company_20,Marseille,mid,60000,70000,"api, ci/cd, kubernetes, mlops, python, pytorch","We are hiring a mid ML Engineer. Skills: api, ci/cd, kubernetes, mlops, python, pytorch. Location: Marseille. Salary: 60000-70000."
job_0121,NLP Engineer (senior),Company_9,Toulouse,senior,35000,45000,"bert, faiss, linux, python, retrieval, streamlit","We are hiring a senior NLP Engineer. Skills: bert, faiss, linux, python, retrieval, streamlit. Location: Toulouse. Salary: 35000-45000."
job_0122,Data Scientist (mid),Company_54,Paris,mid,60000,75000,"faiss, ml, nlp, pandas, python, sklearn, sql","We are hiring a mid Data Scientist. Skills: faiss, ml, nlp, pandas, python, sklearn, sql. Location: Paris. Salary: 60000-75000."
job_0123,Data Engineer (senior),Company_48,Lyon,senior,55000,65000,"aws, dbt, gcp, linux, python, sql, streamlit","We are hiring a senior Data Engineer. Skills: aws, dbt, gcp, linux, python, sql, streamlit. Location: Lyon. Salary: 55000-65000."
job_0124,ML Engineer (senior),Company_23,Paris,senior,45000,50000,"docker, faiss, fastapi, kubernetes, mlops, python, pytorch","We are hiring a senior ML Engineer. Skills: docker, faiss, fastapi, kubernetes, mlops, python, pytorch. Location: Paris. Salary: 45000-50000."
job_0125,Software Engineer (senior),Company_26,Remote,senior,60000,65000,"docker, gcp, java, python, tests","We are hiring a senior Software Engineer. Skills: docker, gcp, java, python, tests. Location: Remote. Salary: 60000-65000."
job_0126,Data Scientist (mid),Company_43,Nantes,mid,55000,65000,"ci/cd, gcp, ml, nlp, pandas, python, sklearn, sql","We are hiring a mid Data Scientist. Skills: ci/cd, gcp, ml, nlp, pandas, python, sklearn, sql. Location: Nantes. Salary: 55000-65000."
job_0127,ML Engineer (junior),Company_35,Bordeaux,junior,50000,60000,"api, ci/cd, docker, faiss, kubernetes, mlops, python, pytorch","We are hiring a junior ML Engineer. Skills: api, ci/cd, docker, faiss, kubernetes, mlops, python, pytorch. Location: Bordeaux. Salary: 50000-60000."
job_0128,Data Scientist (senior),Company_40,Toulouse,senior,35000,45000,"fastapi, linux, ml, nlp, pandas, python, sklearn, sql","We are hiring a senior Data Scientist. Skills: fastapi, linux, ml, nlp, pandas, python, sklearn, sql. Location: Toulouse. Salary: 35000-45000."
job_0129,Software Engineer (senior),Company_10,Toulouse,senior,40000,55000,"docker, fastapi, gcp, java, linux, python, react, tests","We are hiring a senior Software Engineer. Skills: docker, fastapi, gcp, java, linux, python, react, tests. Location: Toulouse. Salary: 40000-55000."
job_0130,Software Engineer (mid),Company_73,Marseille,mid,35000,40000,"docker, fastapi, git, java, python, react, streamlit, tests","We are hiring a mid Software Engineer. Skills: docker, fastapi, git, java, python, react, streamlit, tests. Location: Marseille. Salary: 35000-40000."
job_0131,Data Scientist (senior),Company_36,Marseille,senior,60000,70000,"fastapi, ml, nlp, pandas, python, sklearn, streamlit","We are hiring a senior Data Scientist. Skills: fastapi, ml, nlp, pandas, python, sklearn, streamlit. Location: Marseille. Salary: 60000-70000."
job_0132,Data Engineer (junior),Company_63,Paris,junior,60000,65000,"airflow, azure, dbt, faiss, fastapi, python, spark, sql","We are hiring a junior Data Engineer. Skills: airflow, azure, dbt, faiss, fastapi, python, spark, sql. Location: Paris. Salary: 60000-65000."
job_0133,Data Engineer (junior),Company_9,Marseille,junior,35000,45000,"airflow, aws, fastapi, linux, python, spark","We are hiring a junior Data Engineer. Skills: airflow, aws, fastapi, linux, python, spark. Location: Marseille. Salary: 35000-45000."
job_0134,NLP Engineer (senior),Company_18,Nantes,senior,45000,50000,"bert, ci/cd, faiss, python, rag, retrieval, transformers","We are hiring a senior NLP Engineer. Skills: bert, ci/cd, faiss, python, rag, retrieval, transformers. Location: Nantes. Salary: 45000-50000."
job_0135,Data Engineer (mid),Company_62,Paris,mid,45000,60000,"airflow, aws, dbt, linux, python, spark, sql, streamlit","We are hiring a mid Data Engineer. Skills: airflow, aws, dbt, linux, python, spark, sql, streamlit. Location: Paris. Salary: 45000-60000."
job_0136,NLP Engineer (mid),Company_76,Toulouse,mid,55000,60000,"azure, bert, faiss, python, transformers","We are hiring a mid NLP Engineer. Skills: azure, bert, faiss, python, transformers. Location: Toulouse. Salary: 55000-60000."
job_0137,Data Engineer (junior),Company_29,Toulouse,junior,55000,60000,"dbt, fastapi, python, spark, sql","We are hiring a junior Data Engineer. Skills: dbt, fastapi, python, spark, sql. Location: Toulouse. Salary: 55000-60000."
job_0138,ML Engineer (senior),Company_12,Nantes,senior,35000,45000,"api, ci/cd, docker, faiss, mlops, python","We are hiring a senior ML Engineer. Skills: api, ci/cd, docker, faiss, mlops, python. Location: Nantes. Salary: 35000-45000."
job_0139,NLP Engineer (senior),Company_4,Marseille,senior,55000,70000,"bert, faiss, retrieval, transformers","We are hiring a senior NLP Engineer. Skills: bert, faiss, retrieval, transformers. Location: Marseille. Salary: 55000-70000."
job_0140,Data Scientist (junior),Company_39,Nantes,junior,60000,65000,"azure, linux, ml, nlp, pandas, python, sklearn, sql, streamlit","We are hiring a junior Data Scientist. Skills: azure, linux, ml, nlp, pandas, python, sklearn, sql, streamlit. Location: Nantes. Salary: 60000-65000."
job_0141,Software Engineer (junior),Company_41,Paris,junior,40000,50000,"ci/cd, docker, git, java, linux, python, tests","We are hiring a junior Software Engineer. Skills: ci/cd, docker, git, java, linux, python, tests. Location: Paris. Salary: 40000-50000."
job_0142,ML Engineer (mid),Company_7,Marseille,mid,45000,60000,"api, azure, ci/cd, docker, gcp, kubernetes, mlops, python, pytorch","We are hiring a mid ML Engineer. Skills: api, azure, ci/cd, docker, gcp, kubernetes, mlops, python, pytorch. Location: Marseille. Salary: 45000-60000."
job_0143,ML Engineer (mid),Company_3,Toulouse,mid,40000,45000,"ci/cd, docker, fastapi, kubernetes, mlops, python, pytorch, streamlit","We are hiring a mid ML Engineer. Skills: ci/cd, docker, fastapi, kubernetes, mlops, python, pytorch, streamlit. Location: Toulouse. Salary: 40000-45000."
job_0144,Data Scientist (mid),Company_14,Remote,mid,40000,45000,"faiss, gcp, ml, nlp, pandas, python, sklearn, sql","We are hiring a mid Data Scientist. Skills: faiss, gcp, ml, nlp, pandas, python, sklearn, sql. Location: Remote. Salary: 40000-45000."
job_0145,Software Engineer (junior),Company_10,Nantes,junior,60000,70000,"docker, faiss, fastapi, git, python, react, tests","We are hiring a junior Software Engineer. Skills: docker, faiss, fastapi, git, python, react, tests. Location: Nantes. Salary: 60000-70000."
job_0146,Software Engineer (senior),Company_72,Remote,senior,55000,65000,"ci/cd, docker, fastapi, git, java, python, react, tests","We are hiring a senior Software Engineer. Skills: ci/cd, docker, fastapi, git, java, python, react, tests. Location: Remote. Salary: 55000-65000."
job_0147,ML Engineer (junior),Company_67,Lille,junior,55000,70000,"api, ci/cd, docker, kubernetes, mlops, python, streamlit","We are hiring a junior ML Engineer. Skills: api, ci/cd, docker, kubernetes, mlops, python, streamlit. Location: Lille. Salary: 55000-70000."
job_0148,Software Engineer (junior),Company_61,Marseille,junior,45000,60000,"docker, faiss, fastapi, git, java, linux, react, tests","We are hiring a junior Software Engineer. Skills: docker, faiss, fastapi, git, java, linux, react, tests. Location: Marseille. Salary: 45000-60000."
job_0149,Data Scientist (mid),Company_74,Bordeaux,mid,60000,65000,"faiss, linux, ml, nlp, pandas, python, sql","We are hiring a mid Data Scientist. Skills: faiss, linux, ml, nlp, pandas, python, sql. Location: Bordeaux. Salary: 60000-65000."
job_0150,Data Engineer (senior),Company_74,Paris,senior,55000,65000,"airflow, aws, dbt, gcp, python","We are hiring a senior Data Engineer. Skills: airflow, aws, dbt, gcp, python. Location: Paris. Salary: 55000-65000."
job_0151,Data Scientist (junior),Company_18,Paris,junior,50000,60000,"ml, nlp, pandas, sklearn, sql","We are hiring a junior Data Scientist. Skills: ml, nlp, pandas, sklearn, sql. Location: Paris. Salary: 50000-60000."
job_0152,NLP Engineer (junior),Company_25,Bordeaux,junior,60000,70000,"bert, faiss, python, rag, retrieval, streamlit, transformers","We are hiring a junior NLP Engineer. Skills: bert, faiss, python, rag, retrieval, streamlit, transformers. Location: Bordeaux. Salary: 60000-70000."
job_0153,Data Engineer (mid),Company_36,Nantes,mid,40000,50000,"airflow, aws, dbt, faiss, linux, spark, sql","We are hiring a mid Data Engineer. Skills: airflow, aws, dbt, faiss, linux, spark, sql. Location: Nantes. Salary: 40000-50000."
job_0154,ML Engineer (junior),Company_45,Toulouse,junior,50000,60000,"api, docker, kubernetes, python","We are hiring a junior ML Engineer. Skills: api, docker, kubernetes, python. Location: Toulouse. Salary: 50000-60000."
job_0155,Software Engineer (senior),Company_79,Nantes,senior,60000,70000,"azure, docker, gcp, git, java, react","We are hiring a senior Software Engineer. Skills: azure, docker, gcp, git, java, react. Location: Nantes. Salary: 60000-70000."
job_0156,NLP Engineer (junior),Company_1,Lille,junior,35000,50000,"azure, bert, faiss, gcp, linux, python, rag, retrieval, transformers","We are hiring a junior NLP Engineer. Skills: azure, bert, faiss, gcp, linux, python, rag, retrieval, transformers. Location: Lille. Salary: 35000-50000."
job_0157,NLP Engineer (junior),Company_12,Toulouse,junior,60000,70000,"bert, faiss, rag, retrieval, transformers","We are hiring a junior NLP Engineer. Skills: bert, faiss, rag, retrieval, transformers. Location: Toulouse. Salary: 60000-70000."
job_0158,NLP Engineer (junior),Company_39,Paris,junior,40000,50000,"ci/cd, faiss, gcp, python, rag, retrieval","We are hiring a junior NLP Engineer. Skills: ci/cd, faiss, gcp, python, rag, retrieval. Location: Paris. Salary: 40000-50000."
job_0159,NLP Engineer (senior),Company_43,Lyon,senior,45000,55000,"azure, faiss, gcp, python, rag, retrieval, transformers","We are hiring a senior NLP Engineer. Skills: azure, faiss, gcp, python, rag, retrieval, transformers. Location: Lyon. Salary: 45000-55000."
job_0160,Data Engineer (senior),Company_42,Remote,senior,60000,70000,"airflow, aws, ci/cd, dbt, faiss, python, spark, sql, streamlit","We are hiring a senior Data Engineer. Skills: airflow, aws, ci/cd, dbt, faiss, python, spark, sql, streamlit. Location: Remote. Salary: 60000-70000."
job_0161,Data Scientist (mid),Company_35,Lyon,mid,40000,45000,"ml, nlp, pandas, python, sql, streamlit","We are hiring a mid Data Scientist. Skills: ml, nlp, pandas, python, sql, streamlit. Location: Lyon. Salary: 40000-45000."
job_0162,ML Engineer (mid),Company_65,Paris,mid,45000,60000,"api, azure, docker, fastapi, kubernetes, python, pytorch, streamlit","We are hiring a mid ML Engineer. Skills: api, azure, docker, fastapi, kubernetes, python, pytorch, streamlit. Location: Paris. Salary: 45000-60000."
job_0163,ML Engineer (senior),Company_78,Lyon,senior,60000,70000,"api, kubernetes, mlops, python, pytorch, streamlit","We are hiring a senior ML Engineer. Skills: api, kubernetes, mlops, python, pytorch, streamlit. Location: Lyon. Salary: 60000-70000."
job_0164,ML Engineer (mid),Company_10,Remote,mid,55000,70000,"docker, faiss, fastapi, linux, mlops, python, pytorch","We are hiring a mid ML Engineer. Skills: docker, faiss, fastapi, linux, mlops, python, pytorch. Location: Remote. Salary: 55000-70000."
job_0165,NLP Engineer (junior),Company_57,Paris,junior,55000,70000,"ci/cd, faiss, python, rag, retrieval, transformers","We are hiring a junior NLP Engineer. Skills: ci/cd, faiss, python, rag, retrieval, transformers. Location: Paris. Salary: 55000-70000."
job_0166,Data Scientist (senior),Company_54,Lille,senior,60000,75000,"faiss, nlp, pandas, python, sklearn, sql","We are hiring a senior Data Scientist. Skills: faiss, nlp, pandas, python, sklearn, sql. Location: Lille. Salary: 60000-75000."
job_0167,Software Engineer (senior),Company_6,Paris,senior,55000,65000,"docker, git, java, python, react, tests","We are hiring a senior Software Engineer. Skills: docker, git, java, python, react, tests. Location: Paris. Salary: 55000-65000."
job_0168,Software Engineer (mid),Company_18,Lyon,mid,55000,60000,"ci/cd, docker, java, python, react","We are hiring a mid Software Engineer. Skills: ci/cd, docker, java, python, react. Location: Lyon. Salary: 55000-60000."
job_0169,Software Engineer (mid),Company_23,Toulouse,mid,50000,60000,"docker, git, java, python, react","We are hiring a mid Software Engineer. Skills: docker, git, java, python, react. Location: Toulouse. Salary: 50000-60000."
job_0170,NLP Engineer (mid),Company_32,Marseille,mid,60000,65000,"azure, bert, faiss, python, retrieval, streamlit","We are hiring a mid NLP Engineer. Skills: azure, bert, faiss, python, retrieval, streamlit. Location: Marseille. Salary: 60000-65000."
job_0171,Software Engineer (mid),Company_13,Marseille,mid,45000,50000,"docker, gcp, git, java, python, react, tests","We are hiring a mid Software Engineer. Skills: docker, gcp, git, java, python, react, tests. Location: Marseille. Salary: 45000-50000."
job_0172,NLP Engineer (junior),Company_8,Remote,junior,55000,70000,"bert, ci/cd, faiss, python, rag, retrieval, transformers","We are hiring a junior NLP Engineer. Skills: bert, ci/cd, faiss, python, rag, retrieval, transformers. Location: Remote. Salary: 55000-70000."
job_0173,Data Engineer (senior),Company_39,Nantes,senior,40000,55000,"airflow, aws, dbt, python, spark, sql, streamlit","We are hiring a senior Data Engineer. Skills: airflow, aws, dbt, python, spark, sql, streamlit. Location: Nantes. Salary: 40000-55000."
job_0174,ML Engineer (junior),Company_53,Marseille,junior,60000,75000,"docker, kubernetes, linux, mlops, python, pytorch, streamlit","We are hiring a junior ML Engineer. Skills: docker, kubernetes, linux, mlops, python, pytorch, streamlit. Location: Marseille. Salary: 60000-75000."
job_0175,Data Engineer (mid),Company_54,Toulouse,mid,40000,55000,"airflow, aws, faiss, gcp, python, spark, sql, streamlit","We are hiring a mid Data Engineer. Skills: airflow, aws, faiss, gcp, python, spark, sql, streamlit. Location: Toulouse. Salary: 40000-55000."
job_0176,NLP Engineer (senior),Company_69,Marseille,senior,50000,55000,"bert, python, rag, retrieval, transformers","We are hiring a senior NLP Engineer. Skills: bert, python, rag, retrieval, transformers. Location: Marseille. Salary: 50000-55000."
job_0177,Data Engineer (junior),Company_43,Nantes,junior,50000,65000,"airflow, aws, ci/cd, dbt, python, spark, sql","We are hiring a junior Data Engineer. Skills: airflow, aws, ci/cd, dbt, python, spark, sql. Location: Nantes. Salary: 50000-65000."
job_0178,ML Engineer (junior),Company_31,Lille,junior,40000,55000,"api, docker, kubernetes, pytorch, streamlit","We are hiring a junior ML Engineer. Skills: api, docker, kubernetes, pytorch, streamlit. Location: Lille. Salary: 40000-55000."
job_0179,NLP Engineer (mid),Company_41,Nantes,mid,50000,60000,"bert, faiss, gcp, linux, python, rag, retrieval, streamlit, transformers","We are hiring a mid NLP Engineer. Skills: bert, faiss, gcp, linux, python, rag, retrieval, streamlit, transformers. Location: Nantes. Salary: 50000-60000."
job_0180,Data Engineer (mid),Company_43,Bordeaux,mid,50000,55000,"airflow, aws, azure, dbt, python, spark, sql","We are hiring a mid Data Engineer. Skills: airflow, aws, azure, dbt, python, spark, sql. Location: Bordeaux. Salary: 50000-55000."
job_0181,Data Engineer (mid),Company_46,Lille,mid,50000,65000,"airflow, aws, dbt, linux, python, spark, sql","We are hiring a mid Data Engineer. Skills: airflow, aws, dbt, linux, python, spark, sql. Location: Lille. Salary: 50000-65000."
job_0182,Data Engineer (junior),Company_9,Remote,junior,40000,55000,"airflow, aws, azure, ci/cd, dbt, linux, python, spark, sql","We are hiring a junior Data Engineer. Skills: airflow, aws, azure, ci/cd, dbt, linux, python, spark, sql. Location: Remote. Salary: 40000-55000."
job_0183,Data Engineer (junior),Company_1,Lille,junior,55000,65000,"airflow, dbt, python, spark, sql","We are hiring a junior Data Engineer. Skills: airflow, dbt, python, spark, sql. Location: Lille. Salary: 55000-65000."
job_0184,NLP Engineer (senior),Company_13,Toulouse,senior,35000,40000,"bert, faiss, python, rag, retrieval, transformers","We are hiring a senior NLP Engineer. Skills: bert, faiss, python, rag, retrieval, transformers. Location: Toulouse. Salary: 35000-40000."
job_0185,NLP Engineer (junior),Company_29,Lille,junior,40000,55000,"azure, bert, faiss, python, rag, retrieval, streamlit, transformers","We are hiring a junior NLP Engineer. Skills: azure, bert, faiss, python, rag, retrieval, streamlit, transformers. Location: Lille. Salary: 40000-55000."
job_0186,ML Engineer (senior),Company_22,Lyon,senior,60000,75000,"ci/cd, gcp, kubernetes, linux, mlops, python, pytorch","We are hiring a senior ML Engineer. Skills: ci/cd, gcp, kubernetes, linux, mlops, python, pytorch. Location: Lyon. Salary: 60000-75000."
job_0187,Data Scientist (mid),Company_36,Toulouse,mid,60000,70000,"ci/cd, gcp, ml, nlp, pandas, python, sklearn, sql","We are hiring a mid Data Scientist. Skills: ci/cd, gcp, ml, nlp, pandas, python, sklearn, sql. Location: Toulouse. Salary: 60000-70000."
job_0188,NLP Engineer (senior),Company_73,Paris,senior,40000,50000,"azure, bert, fastapi, gcp, rag, retrieval, transformers","We are hiring a senior NLP Engineer. Skills: azure, bert, fastapi, gcp, rag, retrieval, transformers. Location: Paris. Salary: 40000-50000."
job_0189,Data Engineer (senior),Company_13,Toulouse,senior,60000,75000,"airflow, dbt, python, spark, sql","We are hiring a senior Data Engineer. Skills: airflow, dbt, python, spark, sql. Location: Toulouse. Salary: 60000-75000."
job_0190,Software Engineer (junior),Company_49,Lyon,junior,45000,60000,"azure, docker, faiss, fastapi, git, java, python, react, tests","We are hiring a junior Software Engineer. Skills: azure, docker, faiss, fastapi, git, java, python, react, tests. Location: Lyon. Salary: 45000-60000."
job_0191,Software Engineer (junior),Company_50,Toulouse,junior,35000,50000,"azure, ci/cd, docker, git, java, linux, python, tests","We are hiring a junior Software Engineer. Skills: azure, ci/cd, docker, git, java, linux, python, tests. Location: Toulouse. Salary: 35000-50000."
job_0192,ML Engineer (mid),Company_24,Lyon,mid,35000,40000,"api, docker, kubernetes, mlops, python","We are hiring a mid ML Engineer. Skills: api, docker, kubernetes, mlops, python. Location: Lyon. Salary: 35000-40000."
job_0193,Software Engineer (mid),Company_2,Toulouse,mid,35000,40000,"ci/cd, git, python, react, streamlit, tests","We are hiring a mid Software Engineer. Skills: ci/cd, git, python, react, streamlit, tests. Location: Toulouse. Salary: 35000-40000."
job_0194,ML Engineer (mid),Company_39,Toulouse,mid,35000,50000,"api, docker, fastapi, kubernetes, mlops, python, pytorch","We are hiring a mid ML Engineer. Skills: api, docker, fastapi, kubernetes, mlops, python, pytorch. Location: Toulouse. Salary: 35000-50000."
job_0195,ML Engineer (mid),Company_64,Marseille,mid,35000,40000,"api, azure, docker, fastapi, kubernetes, python, pytorch","We are hiring a mid ML Engineer. Skills: api, azure, docker, fastapi, kubernetes, python, pytorch. Location: Marseille. Salary: 35000-40000."
job_0196,NLP Engineer (senior),Company_43,Lille,senior,50000,55000,"bert, ci/cd, faiss, fastapi, python, streamlit, transformers","We are hiring a senior NLP Engineer. Skills: bert, ci/cd, faiss, fastapi, python, streamlit, transformers. Location: Lille. Salary: 50000-55000."
job_0197,Software Engineer (senior),Company_63,Marseille,senior,45000,55000,"docker, fastapi, git, java, linux, python, react, tests","We are hiring a senior Software Engineer. Skills: docker, fastapi, git, java, linux, python, react, tests. Location: Marseille. Salary: 45000-55000."
job_0198,NLP Engineer (junior),Company_60,Bordeaux,junior,50000,60000,"bert, python, rag, retrieval, transformers","We are hiring a junior NLP Engineer. Skills: bert, python, rag, retrieval, transformers. Location: Bordeaux. Salary: 50000-60000."
job_0199,Data Engineer (mid),Company_20,Nantes,mid,60000,65000,"airflow, aws, dbt, fastapi, spark, sql","We are hiring a mid Data Engineer. Skills: airflow, aws, dbt, fastapi, spark, sql. Location: Nantes. Salary: 60000-65000."
job_0200,Software Engineer (mid),Company_77,Lyon,mid,50000,65000,"docker, faiss, git, linux, python, react, tests","We are hiring a mid Software Engineer. Skills: docker, faiss, git, linux, python, react, tests. Location: Lyon. Salary: 50000-65000."
job_0201,Data Scientist (junior),Company_14,Lille,junior,60000,75000,"ci/cd, ml, nlp, pandas, python, sql, streamlit","We are hiring a junior Data Scientist. Skills: ci/cd, ml, nlp, pandas, python, sql, streamlit. Location: Lille. Salary: 60000-75000."
job_0202,Data Scientist (junior),Company_65,Nantes,junior,40000,55000,"ci/cd, faiss, linux, ml, nlp, pandas, python, sklearn, sql","We are hiring a junior Data Scientist. Skills: ci/cd, faiss, linux, ml, nlp, pandas, python, sklearn, sql. Location: Nantes. Salary: 40000-55000."
job_0203,Data Engineer (mid),Company_59,Paris,mid,50000,55000,"airflow, aws, ci/cd, dbt, fastapi, python, spark","We are hiring a mid Data Engineer. Skills: airflow, aws, ci/cd, dbt, fastapi, python, spark. Location: Paris. Salary: 50000-55000."
job_0204,Data Engineer (senior),Company_15,Remote,senior,45000,55000,"airflow, aws, gcp, linux, python, spark","We are hiring a senior Data Engineer. Skills: airflow, aws, gcp, linux, python, spark. Location: Remote. Salary: 45000-55000."
job_0205,Data Scientist (mid),Company_24,Lyon,mid,60000,65000,"azure, ci/cd, ml, nlp, pandas, python, sklearn, sql, streamlit","We are hiring a mid Data Scientist. Skills: azure, ci/cd, ml, nlp, pandas, python, sklearn, sql, streamlit. Location: Lyon. Salary: 60000-65000."
job_0206,Data Engineer (senior),Company_28,Toulouse,senior,50000,55000,"airflow, aws, dbt, python, spark, sql","We are hiring a senior Data Engineer. Skills: airflow, aws, dbt, python, spark, sql. Location: Toulouse. Salary: 50000-55000."
job_0207,Data Engineer (mid),Company_68,Lyon,mid,55000,60000,"airflow, aws, dbt, linux, python, spark, sql, streamlit","We are hiring a mid Data Engineer. Skills: airflow, aws, dbt, linux, python, spark, sql, streamlit. Location: Lyon. Salary: 55000-60000."
job_0208,ML Engineer (senior),Company_18,Toulouse,senior,55000,65000,"api, docker, kubernetes, mlops, python, pytorch","We are hiring a senior ML Engineer. Skills: api, docker, kubernetes, mlops, python, pytorch. Location: Toulouse. Salary: 55000-65000."
job_0209,ML Engineer (junior),Company_50,Lille,junior,45000,50000,"docker, faiss, kubernetes, mlops, pytorch","We are hiring a junior ML Engineer. Skills: docker, faiss, kubernetes, mlops, pytorch. Location: Lille. Salary: 45000-50000."
job_0210,Software Engineer (junior),Company_58,Remote,junior,60000,75000,"docker, fastapi, git, java, python, react, tests","We are hiring a junior Software Engineer. Skills: docker, fastapi, git, java, python, react, tests. Location: Remote. Salary: 60000-75000."
job_0211,NLP Engineer (junior),Company_63,Bordeaux,junior,35000,45000,"ci/cd, faiss, linux, rag, retrieval, streamlit, transformers","We are hiring a junior NLP Engineer. Skills: ci/cd, faiss, linux, rag, retrieval, streamlit, transformers. Location: Bordeaux. Salary: 35000-45000."
job_0212,Data Engineer (junior),Company_71,Paris,junior,40000,50000,"aws, faiss, linux, python, spark, sql, streamlit","We are hiring a junior Data Engineer. Skills: aws, faiss, linux, python, spark, sql, streamlit. Location: Paris. Salary: 40000-50000."
job_0213,NLP Engineer (junior),Company_39,Lyon,junior,45000,60000,"azure, bert, faiss, gcp, linux, python, rag, retrieval","We are hiring a junior NLP Engineer. Skills: azure, bert, faiss, gcp, linux, python, rag, retrieval. Location: Lyon. Salary: 45000-60000."
job_0214,Data Scientist (mid),Company_27,Nantes,mid,45000,50000,"azure, ci/cd, faiss, ml, pandas, python, sklearn, sql","We are hiring a mid Data Scientist. Skills: azure, ci/cd, faiss, ml, pandas, python, sklearn, sql. Location: Nantes. Salary: 45000-50000."
job_0215,Data Engineer (junior),Company_13,Bordeaux,junior,55000,65000,"airflow, aws, ci/cd, dbt, faiss, python, spark, sql","We are hiring a junior Data Engineer. Skills: airflow, aws, ci/cd, dbt, faiss, python, spark, sql. Location: Bordeaux. Salary: 55000-65000."
job_0216,Data Engineer (mid),Company_51,Paris,mid,45000,60000,"aws, azure, ci/cd, dbt, python, sql","We are hiring a mid Data Engineer. Skills: aws, azure, ci/cd, dbt, python, sql. Location: Paris. Salary: 45000-60000."
job_0217,Software Engineer (junior),Company_42,Nantes,junior,60000,70000,"ci/cd, docker, git, java, python, react, streamlit","We are hiring a junior Software Engineer. Skills: ci/cd, docker, git, java, python, react, streamlit. Location: Nantes. Salary: 60000-70000."
job_0218,NLP Engineer (junior),Company_35,Lyon,junior,60000,70000,"azure, bert, ci/cd, faiss, python, rag, retrieval, streamlit, transformers","We are hiring a junior NLP Engineer. Skills: azure, bert, ci/cd, faiss, python, rag, retrieval, streamlit, transformers. Location: Lyon. Salary: 60000-70000."
job_0219,ML Engineer (mid),Company_6,Bordeaux,mid,55000,70000,"api, docker, kubernetes, mlops","We are hiring a mid ML Engineer. Skills: api, docker, kubernetes, mlops. Location: Bordeaux. Salary: 55000-70000."
job_0220,Data Scientist (senior),Company_17,Remote,senior,35000,40000,"linux, nlp, python, sklearn, sql","We are hiring a senior Data Scientist. Skills: linux, nlp, python, sklearn, sql. Location: Remote. Salary: 35000-40000."
job_0221,ML Engineer (junior),Company_51,Nantes,junior,35000,50000,"api, docker, kubernetes, mlops, python","We are hiring a junior ML Engineer. Skills: api, docker, kubernetes, mlops, python. Location: Nantes. Salary: 35000-50000."
job_0222,ML Engineer (senior),Company_29,Lille,senior,50000,65000,"api, azure, faiss, gcp, kubernetes, mlops, python","We are hiring a senior ML Engineer. Skills: api, azure, faiss, gcp, kubernetes, mlops, python. Location: Lille. Salary: 50000-65000."
job_0223,NLP Engineer (senior),Company_30,Remote,senior,35000,40000,"bert, faiss, python, rag, retrieval, transformers","We are hiring a senior NLP Engineer. Skills: bert, faiss, python, rag, retrieval, transformers. Location: Remote. Salary: 35000-40000."
job_0224,Software Engineer (junior),Company_68,Lyon,junior,35000,45000,"docker, java, python, react, tests","We are hiring a junior Software Engineer. Skills: docker, java, python, react, tests. Location: Lyon. Salary: 35000-45000."
job_0225,NLP Engineer (junior),Company_13,Marseille,junior,50000,60000,"bert, faiss, python, rag, retrieval, transformers","We are hiring a junior NLP Engineer. Skills: bert, faiss, python, rag, retrieval, transformers. Location: Marseille. Salary: 50000-60000."
job_0226,Data Engineer (junior),Company_77,Toulouse,junior,45000,55000,"airflow, aws, faiss, python, spark, sql","We are hiring a junior Data Engineer. Skills: airflow, aws, faiss, python, spark, sql. Location: Toulouse. Salary: 45000-55000."
job_0227,NLP Engineer (senior),Company_31,Nantes,senior,60000,65000,"bert, faiss, python, rag, retrieval, transformers","We are hiring a senior NLP Engineer. Skills: bert, faiss, python, rag, retrieval, transformers. Location: Nantes. Salary: 60000-65000."
job_0228,Software Engineer (mid),Company_47,Lyon,mid,40000,50000,"ci/cd, docker, faiss, git, java, python, react, streamlit, tests","We are hiring a mid Software Engineer. Skills: ci/cd, docker, faiss, git, java, python, react, streamlit, tests. Location: Lyon. Salary: 40000-50000."
job_0229,NLP Engineer (senior),Company_8,Marseille,senior,50000,55000,"gcp, python, rag, retrieval, transformers","We are hiring a senior NLP Engineer. Skills: gcp, python, rag, retrieval, transformers. Location: Marseille. Salary: 50000-55000."
job_0230,Software Engineer (senior),Company_40,Nantes,senior,60000,75000,"docker, git, java, python, react, tests","We are hiring a senior Software Engineer. Skills: docker, git, java, python, react, tests. Location: Nantes. Salary: 60000-75000."
